tag,text,title,url,source
ces;ces2017;gadgetry;gadgets;gear;home,"Connected home gadgets were everywhere at CES 2017 -- we saw WiFi cameras, smart walking canes and Echo clones aplenty. But while several of them were truly innovative, there were some that made no sense at all. Just because something has Bluetooth or internet connectivity that doesn't make it useful. Even more ridiculous are devices that have voice controls when they don't actually need them. As Nick Offerman said on our Engadget stage a few days ago, sometimes the best tech is low-tech. As far as tech for tech's sake goes, here are some of the worst offenders from this year's show. Click here to catch up on the latest news from CES 2017.",Wading through the Internet of Crap,https://www.engadget.com/2017/01/11/internet-of-crap-ces2017/&lt;br/&gt;&lt;br/&gt;,engadget
Alienware;ces2017;dell;gadgetry;gadgets;gaming;gear;Inspiron7000;personal computing;personalcomputing,"The XPS 13 two-in-one might be Dell's biggest laptop news at CES this year, but the company also has some major updates in store for gamers. Take the new Inspiron 7000 for one, a $799 laptop that pushes the boundaries of what you'd call a budget machine. The company's Alienware laptops are also getting another performance boost, thanks to the addition of Intel's latest seventh-generation CPUs.   At first glance, the Inspiron 7000 looks like the inevitable union of Dell's consumer laptops with the Alienware lineup. Its plastic case doesn't have the many visual flourishes of its premium gaming counterpart, but the red accents around the front and rear fans make it seem like much more than a typical Inspiron. And yes, it's strange seeing elaborate heat sinks on this product line. Hardware-wise, you can choose between Intel's seventh-gen i5-7300HQ or i7-7700HQ processors and NVIDIA's GTX 1050 or 1050 Ti GPU for the Inspiron 7000. You can also opt for 1080p or 4K screens in 14-inch and 15-inch variants, as well as up to 32GB of RAM. Of course, going crazy with specs will definitely rocket you past the $799 base price, but even with its most basic hardware it'll still be a decent gaming machine. As for the refreshed Alienware hardware upgrades, you've got the option of using Intel's i7-7700HQ CPU or the i7-7820HK. And for the first time, the massive Alienware 17 can fit in NVIDIA's GTX 1080 mobile GPU. You can grab the Inspiron 7000, or any of the new Alienware models, starting on Jan. 5th.","Dell intros the $799 Inspiron 7000, details Alienware CPU upgrades",https://www.engadget.com/2017/01/03/dell-inspiron-7000/&lt;br/&gt;&lt;br/&gt;,engadget
ai;anime;gear;gearbox;gearboxai;idol;internet;jpop;personalassistant;robots;services;video;VirtualAssistant,"Gatebox AI is an unusual virtual assistant that involves a projected CGI character kind-of trapped in a jar -- with voice controls! The sales pitch is that this virtual assistant will give the sensation of living with a fictional character, or according to how creator Vinclu Inc. words it, ""your heroes"". Which is fine, if your hero is a non-spectacular CGI anime character with blue hair and excessively submissive temperament. Behind the virtual idol/slave gloss, Gatebox AI's assistant functions approach a bare-bones Amazon Echo.  According to the preorder site, Gatebox's debut character Hikari has the ""ultimate healing voice"" (uh huh) and the J-Pop AI will adjust to your daily rhythms, welcoming you home or sensing when you get up. According to the demo video, the CGI ""dimension traveller"" will be able to switch on your lights and other home appliances based on your movement or orders. The device includes infrared tech, meaning it should be able to talk to not-so-smart home appliances that aren't WiFi-connected. (Of course, there's WiFi and Bluetooth connectivity for anything smart you do own.) The character is made up of a two-dimensional rear projected image, and you'll be able to play other videos if you hook-up a PC to its HDMI port. When it comes to interacting with users, the Gatebox has a camera and other (unspecified) sensors to detect movement and even the owner's face. Unlike the Echo (or even Siri), you'll have to physically press the mic button on the Gatebox to talk to your rear-projected idol; the device won't just pick up your oral commands. The company admits there's only limited conversation interactions anyhow, although there's a text message-based Chatbot for Hikari if you're also not much of a talker. You'll be able to text the her, even though she isn't real. She'll get lonely if you come home late, apparently, but again, she is not real.  There's a limited run of 300 Gearboxes, on preorder til mid January 2017, with delivery currently penned for December 2017. You'll have to really like the idea of a tiny trapped anime character of your own: preorders cost 298,000 yen -- which is roughly $2500. Hit up the creepy source links for more details. (She likes donuts.)",This virtual assistant looks like an anime girl trapped in a coffee pot,https://www.engadget.com/2016/12/16/anime-virtual-assistant-trapped-in-a-coffeemaker/&lt;br/&gt;&lt;br/&gt;,engadget
Android;blackberry;BlackBerrySecure;business;enterprise;gear;IoT;JohnChen;licensing;SecurebyBlackBerry;video;wearables,"A few years ago we had all the jokes about BlackBerry and licensing, but yesterday the company reported a higher profit than analysts were expecting and says that its licensing program will expand soon. Right now, BlackBerry licenses its name and Android-based software for devices made by other companies. In December TCL announced it would be the exclusive manufacturer and distributor of BlackBerry phones in most countries, but now BlackBerry says it's pursuing ""additional endpoints."" That could include ""tablets, wearables, medical devices, appliances, point-of-sale terminals and other smartphones."" On the company's earnings call, CEO John Chen said (via Seeking Alpha) that ""We are now expanding to the next phase of our licensing program. This will focus on a broader set of endpoints. What this might mean, and I make no promise, is that you may soon see a BlackBerry tablet, and it will also extend to cobranded handset with IoT and Enterprise of Things to EoT devices. These endpoints will run our software and security features and be cobranded Secure by BlackBerry."" The exec was careful not to promise anything, but it's clear where the company is going. With connected devices spreading throughout homes and offices, it feels the BlackBerry name and technology still provides a level of comfort and security. Wherever those smart devices go, a BlackBerry-branded and powered device could follow. The example Chen used was with medical devices, saying that ""companies providing medical monitoring devices must protect health data on the device, guarantee it connects securely to the healthcare system, and most importantly ensure that it cannot be hacked, BlackBerry Secure helps solve this triple threat."" Add in the well-received KEYone that's due to launch later this month, and Chen's plan to remake the company looks like it might be moving in the right direction.",Expect to see BlackBerry's name (and tech) on more devices,http://www.engadget.com/2017/04/01/expect-to-see-blackberrys-name-and-tech-on-more-devices/,engadget
Daedelus;gear;Gravity;IronMan;JetPack;RedBull;RichardBrowning;transportation;video,"Remember the, insane record-shattering flight of a jet-powered hoverboard? UK inventor Richard Browning thought that riding on top of a jet pack wasn't crazy enough, so he strapped six kerosene-powered microjets to his arms. That transformed him into a bargain store Iron Man, helping him get off the ground in what looks like the most dangerous way ever. Each motor produces about 22kg (46 pounds) of force, so six are more than enough to heft Browning aloft. The device cost him £40,000 ($50,000) to build, but some of that cost was offset thanks to investors and partners like Red Bull. ""I can just strap this on and go flying at a moment's notice,"" Browning told Techcrunch, adding that a mountain bike was more dangerous. Judging by the footage of his early trials, however, his rig ""Daedelus"" looks insane on multiple levels. Powered by kerosene jet fuel, it looks like the fiery explosion would kill you if the crash or fall didn't, judging by the videos detailing his training (below). However, Browning downplayed the danger, saying it's designed to go low and slow (walking speed and no more than 6-10 feet above ground), and uses a dead-man's switch that stops everything when not pressed. As for the kerosene, he says it's really not explosive or flammable in the relatively small quantities he uses. ""If I fell in some unimaginably bad way and somehow burst my robust fuel system, I would just leak it very slowly on the floor,"" he says. There are also at least two people on hand with fire extinguishers during each test flight, and he wears a fire-proof suit. After trying the suit with the rockets on both his legs and arms, he switched to an arms-only approach. That works well for him as an ex-Royal Marine and fitness enthusiast, but it would probably tire the average person's arms rather quickly. In comparison with Franky Zapata's Guiness World Record-setting mile-and-a-half flight, the video flights (below) are pretty disappointing. Browning does eventually fly near the ground in a warehouse, as shown in the Red Bull video below. He controls the flight just by pointing his arms, in a process he equates to riding a bike. ""If you let go, your brain does the rest."" Browning recently added a Sony-built heads-up display that can show fuel levels. Prior to that, he had to ask family members to feel the back-mounted tank ""and judge by their facial expression"" how much was left, he told Wired. The aim is to eventually build a device that could be used by rescue or military personnel, but for now Browning is just doing exhibitions, perfecting the device and hopefully staying in one piece while doing so. Browning's even building a miniature, drone-powered model for his kids, too. As such, he really should rethink the name of his jet-powered craft -- Daedelus is the mythic Greek father of the original flying man and famous crash-and-burn victim, Icarus.",Homemade 'Iron Man' suit requires a special kind of crazy,http://www.engadget.com/2017/03/31/homemade-iron-man-suit-requires-a-special-kind-of-crazy/,engadget
community;crowdsourcing;gear;google;internet;services;streaming;translate;translation;youtube,"YouTube has had community-sourced subtitle translations since 2015, but they're only useful if people can find the videos in the first place... what about labeling the videos?  You now have a chance to help.  The internet video service has expanded its Community Contributions to let you translate video titles and descriptions, not just captions.  If you think a video in your preferred language would be helpful elsewhere in the world, you don't have to ask the clip creator to do you a favor. The user-powered tools could be important to spreading YouTube's international reach.  There are 76 languages in use on the site, but those groups exist in relative isolation from each other.  You probably won't search for videos in Korean if you only know Hindi, for instance.  If all goes well, the community translations will expose you to a raft of videos that you'd otherwise have never seen, regardless of your native tongue.",YouTube wants you to translate video descriptions,http://www.engadget.com/2017/04/01/youtube-community-translations-for-/,engadget
elonmusk;falcon9;science;ses-10;space;spacex,"Today's SpaceX launch will be logged in the history books as the first time a flight-proven orbital class rocket has successfully been relaunched and returned to Earth. ""We just had an incredible day today,"" CEO Elon Musk said after the first stage Falcon 9 rocket made a clean landing ""right in the bullseye"" on the droneship Of Course I Still Love You. ""This is gonna be ultimately a huge revolution in spaceflight,"" Musk said. ""It's been 15 years to get to this point. I'm sort of at a loss for words. It's been a great day for SpaceX and space exploration as a whole."" Stage 1 of the Falcon 9 rocket that launched today was first used to boost a Dragon vehicle on a supply run to the International Space Station. The same rocket was also the first to successfully land on SpaceX's drone barge. The first stage represents about 80 percent of the cost of a rocket launch, so when Musk describes the next era in space exploration, he is referring to the new opportunities that will come with the significant cost savings.  Falcon 9 first stage has landed on Of Course I Still Love You — world's first reflight of an orbital class rocket. Meanwhile, the SES-10 vehicle that topped today's rocket launch will go on to a geostationary orbit where it will deliver direct-to-home broadcasting, broadband and mobile services in Mexico, the Caribbean, Central America and South America.",SpaceX successfully relaunched a Falcon 9 rocket,http://www.engadget.com/2017/03/30/spacex-successfully-relaunched-a-falcon-9-rocket/,engadget
av;compulsiongames;dj2;dj2entertainment;entertainment;games;gaming;goldcircleentertainment;movie;movies;personal computing;personalcomputing;videogames;wehappyfew,"Video game movies tend to struggle in part because of their stories.  What sounds good for an adventure or first-person shooter can fall flat when you're asked to construct a cinematic narrative around it.  However, you might get something better this time around.  Variety has learned that We Happy Few, Compulsion Games' paranoia-fueled tale of an English town gone terribly wrong, is becoming a movie.  The company behind the Pitch Perfect movies, Gold Circle Entertainment, is working with dj2 Entertainment (also working on the Sleeping Dogs movie) to make it a reality. There's still a lot up in the air.  The team doesn't even have writers, let alone a cast.  Compulsion believes the producers have good ideas for maintaining the ""menace, dark humor and central themes"" of the survival horror title, however, and dj2 says it'll stay ""true to the source material"" while including a few surprises. There's good reason to be skeptical, since game-based movies only rarely get top-flight screenwriting and acting talent.  However, We Happy Few at least has a concept that's well-suited to the big screen.  Its alternate history plot, where people are forced to take a mind-altering drug to hide a sinister truth, shares something common with popular movies that revolve around the ""town with a dark secret"" premise -- think The Wicker Man or even Hot Fuzz.  That's a good platform to build on, then.  The big challenge is evoking the spirit of those classics without either being overly derivative or diluting what makes the game special.",Survival horror game 'We Happy Few' is becoming a movie,http://www.engadget.com/2017/04/01/we-happy-few-movie/,engadget
android;archer;archerdreamland;augmentedreality;entertainment;fx;fxnetworks;fxx;games;gaming;ios;iphone;mobile;printer;television;tv,"By their very nature, most augmented reality games are at least a little bit futuristic. The creators of Archer, however, are embracing the past... in more ways than one. FXX's Archer, P.I. mobile game will have you pointing your Android or iOS device at your TV, Facebook and even billboards to scan for clues to a hidden story inside Archer: Dreamland, the film noir-inspired eighth season for the animated series. If you want to claim your rewards and unlock every mystery, though, you'll also have to print and assemble physical objects based on what you see in the show. That's right -- if you've welcomed the  paperless future with open arms, you won't get everything the story has to offer. It'll seem more than a little odd at first blush, and it's hard to say how well this will work when Archer resumes on April 5th. But to the creators, it's just a logical extension of what they've been doing so far. Executive producer Matt Thompson tells Uproxx that his team wanted to up the ante on the previous two seasons, which offered digital rewards (a website and a 3D printer file) for fans willing to look closely at every scene. Now, you're not constructing prizes so much as you are an entirely distinct narrative. While the printer element may be a throwback for some people, it only makes sense if you're an avid viewer hoping for a souvenir at the end of the season.",'Archer' mobile game asks you to break out your printer,http://www.engadget.com/2017/04/01/archer-pi/,engadget
culture;entertainment;gadgetry;gadgets;gaming;gear;science;themorningafter,"Apple may have scrapped its rumored March press event, but fortunately, we were able to count on Samsung for some good old-fashioned spectacle. Actually, by the company's standards, Wednesday's Galaxy S8 launch in New York was fairly tame: There was no orchestra onstage, and attendees looking for VR headsets underneath their seats were left empty-handed. Instead, we got the heavily leaked Galaxy S8 (and S8+), along with a healthy dose of humility -- yes, Samsung is still very sorry about those exploding Note 7s. All told, the phones themselves look promising, with nearly bezel-less displays that make the devices easier to hold than their 5.8- and 6.2-inch screen sizes would have you believe. Samsung's face-recognizing personal assistant Bixby looks interesting too, though we're gonna call BS on the company's pitch that these devices represent a fresh form factor for phones -- they're still just boxes, guys. Oh, and can Samsung succeed where other companies have failed, and make phone-powered desktops a thing? Only time will tell, but suffice to say, we have some questions. There was so much happening at Samsung's one-hour press event that you may have missed, well, lots of other things going on this week. Just a few hours before the Samsung event, the first reviews of Microsoft's upcoming Windows 10 Creators Update hit the internet. We're especially excited about built-in game streaming and some new Edge browser features, but you might end up downloading it just for Paint 3D. Meanwhile, in more sobering news, Democrats pushed the issue of cybersecurity, and the Trump administration claimed coal can be a form of clean energy. Don't want to think about politics, hackers and smoke clouds as you kick off the weekend? Here, check out this video from our Rock Band VR review, and make sure you keep watching to the very end. -- Dana Wollman, Executive Editor SlowlyAndroid Wear 2.0 is rolling out to a few more devices  After a brief delay, the new version of Android for wearables is hitting more smartwatches. The Polar M600, Nixon Mission, Fossil Q Wander, Fossil Q Marshal and Michael Kors Access join the Fossil Q Founder, Casio Smart Outdoor Watch WSD-F10 and TAG Heuer Connected on the update list that so many other older devices will never join. Hopefully, your wristwear is on the list, though, because it looks like version 2.0 is worth the wait. That's one way to fix the problemTwitter is changing its default profile pic  Twitter had the idea that new users would ""hatch"" into birds -- like its logo -- before sending tweets, so it made the default profile image an egg. Unfortunately, over the years, anonymous trolls have associated the egg with every kind of hate and filth you can imagine, and probably some you can't. Now Twitter is adjusting the head and shoulders of its default pic to be more inclusive and assigning a neutral gray color scheme to give them less prominence. A special kind of crazyMeet bargain-store 'Iron Man'  UK inventor Richard Browning strapped six kerosene-powered microjets to his arms and took flight -- sort of. His suit flies low and slow, and while that may not quite meet the bar of a Marvel movie special effect, Browning claims it's safe. Moore's Law will continueIntel: Our next chips will be a 'generation ahead' of Samsung Intel's 10nm ""Cannon Lake"" chips have hit some delays, but it's still confident that when they arrive, it will outpace the competition from Samsung and TSMC. With ""hyper scaling"" that will allow for more transistors, it expects to produce CPUs with 25 percent faster performance than current Kaby Lake chips, and 45 percent lower power use. It worksSpaceX stuck the landing with a reusable rocket  ICYMI, this week SpaceX proved its model works -- by launching and landing a previously-used orbital rocket booster. Relive the breakthrough right here. The Morning After is a new daily newsletter from Engadget designed to help you fight off FOMO. Who knows what you'll miss if you don't subscribe.",The Morning After: Weekend Edition,http://www.engadget.com/2017/04/01/the-morning-after-weekend-edition/,engadget
amazon;entertainment;internet,"You'll probably have to get used to the idea of Twitch streaming a bunch of Amazon Prime Video shows. Starting at 4PM Eastern on April 5th, three of Prime Video's spring pilots will air on repeat for 24 hours on the Twitch Presents page, which just finished showing 23 seasons of Power Rangers. The first episodes of sci-fi drama Oasis, dramedy The Legend of Master Legend and comedy Budding Prospects will air back to back the whole day. It sounds like a great way to catch any of them if you can't be bothered to head over to Prime Video's website. The media and retail company first aired pilots on Twitch late last year. We're guessing this won't be the last time it'll promote new shows on the streaming service it purchased in 2014, especially since Twitch has been expanding its repertoire. In fact, it's gearing up to show its own studios' first original mini-documentary on April 7th, 5PM Eastern. Entitled Ironsights, it tells the story of Big Buck Hunter champ Sara Erlandson, as she makes her way to the arcade hunting game's World Championship in Austin, Texas. The mini-docu will air right after Twitch Weekly concludes and might only be the first in a series of originals produced by Twitch Studios.",Amazon is making Twitch a destination for original shows,http://www.engadget.com/2017/03/31/amazon-spring-pilots-original-shows-twitch/,engadget
Archer;av;Channing Tatum;entertainment;Netflix;TheExpendables,"Netflix is making its animated feature film debut with the grandly titled America: The Motion Picture. According to Deadline, the original movie is an R-rated, comedic take on the founding of our country. The production team is stellar and will be led by Archer's Matt Thompson (who will direct) and Adam Reed. The Expendables' Dave Callaham will write the script, and the team behind The LEGO Movie, (including Phil Lord, Chris Miller and Will Allegra) will also contribute. Channing Tatum gets a producer credit as well, and is on tap to voice George Washington in the film. Deadline calls the project an ""R-rated revisionist history tale about the founding of the country,"" which makes a ton of sense considering the Thompson and Reed previous work, which includes the hilarious shows SeaLab 2021 and Frisky Dingo. This will also be the first feature-length animated project for Netflix, which has previously only made a foray into kid-friendly episodic shows like The Mr. Peabody & Sherman Show as well as the much more melancholy and adult animated series, Bojack Horseman.",Netflix nabs 'Archer' team for its first animated feature,http://www.engadget.com/2017/03/31/netflix-first-animated-feature/,engadget
allornothing;amazon;av;entertainment,"Amazon debuted its All or Nothing NFL series back in 2016 with a look at the Arizona Cardinals' 2015 season. Now the online retailer is bringing back the original for a second act. The company announced that it greenlit the second season of the show, and this year it will chronicle the Los Angeles Rams. From the team's relocation back to LA to hiring a new coach and gearing up to hit the field this fall, the show will offer an in-depth look at the Rams' busy 2016 season. The first season of All or Nothing earned a Sports Emmy nomination for Outstanding Serialized Sports Documentary. As you might expect, the show is available to stream with a Prime membership via Amazon's video apps that are available on a range of devices. If you're streaming with a Fire TV, Fire TV Stick, Fire tablet or a compatible Android device, you'll get to see behind-the-scenes clips thanks to Amazon's X-Ray feature that overlays info and more on top of the video you're watching. There's no premiere date just yet, but when the time comes, season 2 of All or Nothing will be available to Prime members in Austria, Canada, Germany, Japan, Mexico and the UK in addition to viewers in the US.",Amazon's NFL series goes inside the huddle for a second season,http://www.engadget.com/2017/03/31/amazon-nfl-documentary-all-or-nothing-season-2/,engadget
av;culture;entertainment;FinalFantasy;FinalFantasyXIVDaddyofLight;gaming;jdramas;Netflix,"Japan's unique Final Fantasy XIV-based drama is making its way to the rest of the world thanks to Netflix. Daddy of Light isn't really an adaptation of the hit MMO -- it's a live-action show that focuses on a father and son who play the game together. The series will start airing on Netflix in Japan starting on April 20th, Polygon reports, and it'll head to other countries in the fall. It's not the first Japanese drama Netflix has picked up -- the service also carries popular shows like Hibana: Spark -- but it's still a good get, given the power of the Final Fantasy brand. And yes, it does seem like it'll keep the Daddy of Light moniker when it heads to the West. ",'Final Fantasy XIV' live action drama heads to Netflix,http://www.engadget.com/2017/03/31/final-fantasy-xiv-daddy-of-light-netflix/,engadget
av;entertainment;gaming;nintendo;Switch;Zelda;ZeldaBreathoftheWild,"The Legend of Zelda: Breath of the Wild is a near-perfect game, but its performance on the Nintendo Switch is far less so. While it plays smoothly in handheld mode, it's not unusual to see lower frame rates when you dock the console. Mostly, that's because the Switch is pumping out a higher resolution when it's connected to your TV, which puts a strain on the console's mobile hardware. But with its latest patch for Breath of the Wild, Nintendo has apparently solved that slowdown dilemma, Polygon reports. According to Nintendo's official support page for Breath of the Wild, ""adjustments have been made to make for a more pleasant gaming experience"" in the 1.1.1 patch. That's pretty vague, but the video below shows that performance has definitely been improved in some environments.",'Zelda: Breath of the Wild' patch improves docked Switch performance,http://www.engadget.com/2017/03/31/zelda-breath-of-the-wild-patch-improves-docked-switch-perform/,engadget
av;entertainment;Hermes;HumanTranslation;Netflix;Subtitles;Test;Translation,"Netflix supports over 20 languages, many of which aren't dubbed, so subtitles are often the only way for foreign viewers to follow the plot. While the streaming company holds itself to a high standard, the internet abounds with tales of wonky translations. That's why it has developed Hermes, the first-ever proficiency test for caption translators by a major content provider. The aim is to identify subtitlers that understand the subtleties of a language and won't translate ""Smashing Pumpkins"" to ""Pumpkin Puree"" (above). Netflix outsources translation to third-party services, all with different recruiting practices, ""so it's nearly impossible for Netflix to maintain a standard across all of them,"" it wrote in its Hermes launch post. To improve quality control, Netflix said it took a ""Hollywood meets Silicon Valley"" approach to solving it. Hermes grills candidates on their ability to understand English, the root language of most of its films. It also tests their ability to ""translate idiomatic phrases into their target language"" without linguistic or technical errors. For instance, ""they are very shrewd and made a killing"" is ripe for mistranslation if the subtitler isn't familiar with double-meaning of ""made a killing."" There are over 4,000 such expressions in English, Netflix says, so it's important to find a translation that's ""culturally accurate"" while keeping the color of the original. After taking the tests, each captioner will be assigned an ""H-Number"" that tells Netflix their skill level. That way, it can use its best people for, say, Out of Africa, while those with lower skills could handle Mama Mia! The H-Number, which Netflix will require of every subtitler by this summer, will also help it to match the quality of a translation to the person who did it. ""Perhaps they consider themselves a horror aficionado, but they excel at subtitling romantic comedies -- theoretically, we can make this match so they're able to do their best quality work,"" Netflix says. It adds that soon English ""won't be the primary viewing experience on Netflix,"" making the work increasingly important for a company that's keen on expansion.",Netflix has a new translation test to avoid subtitle fails,http://www.engadget.com/2017/03/31/netflix-has-a-new-translation-test-to-avoid-subtitle-fails/,engadget
av;Cable;Comcast;entertainment;FiOS;LiveTV;LiveTvStreaming;TVChannels;verizon,"It looks like Comcast isn't the only cable operator considering a Sling TV-like live streaming service. Verizon has also been acquiring the digital rights to TV stations like CBS and ESPN, according to Bloomberg. However, unlike Comcast, which is rumored to be offering such a service only to its internet customers, Verizon plans to launch it nationwide this summer. It makes more sense for Verizon (AOL and Engadget's dear parent) to offer a cable cord-cutting service immediately. It has just 4.6 million cable TV subscribers compared to 22.4 million for Comcast, and with seven million broadband users, could immediately boost those figures. It would also be a way for Verizon to offer a bundled TV streaming service with its wireless plans if it wanted, much as AT&T does with DirecTV Now. Unlike Comcast, which has been testing its Stream online TV service since 2015 in limited markets, Verizon has never done live TV streaming -- apart from the much-derided go90, which mostly features lower-tier and internet content. The company has already signed a pact with CBS with rights for ""future digital platforms, with specifics to be released at a later date,"" Bloomberg notes. If the rumors are accurate, and assuming Verizon can sign enough stations to make a streaming TV bundle attractive, it'll supposedly launch the service this summer for about the same price as DirecTV Now, which runs $35 a month for 60 channels. That would give consumers three main live TV options -- Sling TV, DirecTV Now and Verizon -- and several more limited offerings, including Playstation Vue and Hulu. Verizon's service may also push Comcast into rethinking the scope of its own launch, which would add another nationwide service to the fray. That would make a lot of services for only two million subscribers to internet-based live TV so far. Considering all the cord-cutting happening right now, however, operators seem willing to try anything new. *Verizon owns AOL, Engadget's parent company. However, Engadget maintains full editorial control, and Verizon will have to pry it from our cold, dead hands.",Verizon reportedly wants in on this streaming TV thing,http://www.engadget.com/2017/03/31/verizon-reportedly-wants-in-on-this-streaming-tv-thing/,engadget
entertainment;internet;podcast;s-town;serial;truecrime,"When the Serial team announced their new spinoff podcast called S-Town, they promised a murder investigation in rural Alabama. While that's what host Brian Reed went there to cover, somewhere along the way it turned into a treasure hunt for buried gold. Reed also ended up unraveling the mysteries of the person who called the team to his neck of the woods to investigate a wealthy man who was reportedly bragging about getting away with murder. The good news is that you won't have to wait weeks to find out how the story ends. Reed and the team have given S-Town (or Shittown as the podcast revealed) the Netflix treatment -- all seven episodes are now online and ready for binging. We say ""Netflix treatment,"" but S-Town executive producer Julie Snyder told Wired that the spinoff actually used novels as a model in the same way Serial used TV. ""In a novel, you're entering into a hermetic world,"" she said. ""That's what we were trying to do, that we hadn't yet done with a podcast: where you can enter their specific world, and you don't know really know what it's about or where it's going, but hopefully you're compelled to stay in it the whole time."" Just don't expect to be listening to the podcast equivalent of a crime novel, because what you'll get is a Southern Gothic tale wrapped in layers of small-town mystery.",'Serial' team's seven-episode podcast is ready for binging,http://www.engadget.com/2017/03/29/serial-team-s-town-podcast/,engadget
AprilFools;culture;gallery;internet;pranks,"It's (ugh) that time of year again. That magically obnoxious season wherein every tech startup, thought influencer and blog worth its weight in snark attempts to pull a fast one on the rest of us with a clever April Fool's Day prank. Only problem is, they're rarely clever, usually terrible and almost assuredly obvious to anyone with a functioning brainstem. Don't believe me? Here are 17 of the weirdest prank pitches to come through the Engadget tip box this year.",17 corporate pranks that aren't April Fooling anybody,http://www.engadget.com/2017/04/01/16-corporate-pranks-that-arent-april-fooling-anybody/,engadget
activitytracking;applemusic;beats1;blink-182;cordcutting;culture;disney;emoji;espn;internet;magicband;podcast;privacy;recommendedreading;recreading;s-town;stown,"Blink-182 and Apple
Music Team up to
Show Off Increasing
Reach And Power of
Beats 1
Steve Baltin,
Forbes Beats 1 has been a key selling point since Apple Music's launch. The internet radio station boasts a number of big names and includes a slate of shows hosted by the artists themselves. Even if you don't have your own show like Dr. Dre, Drake or Run the Jewels, debuting new music with Zane Lowe can do wonders for your hype train. Forbes details the power of Beats 1 through the lens of rockers Blink-182. The Verge also has a look at how the platform helped catapult Drake's latest album to the top of the streaming charts. What Is Gender and Why Does It Matter to Emoji?			Paul D. Hunt, Emojipedia Blog Here's a look at what goes into designing the tiny graphics we love so much from a member of the Unicode Consortium's Emoji Subcommittee. How I Let Disney Track My Every Move 			Adam Clark Estes, Gizmodo Gizmodo dissected (literally) Disney's MagicBand to find out just how much of your privacy you're sacrificing for convenience at its parks.   ESPN Has Seen the Future of TV and They're Not Really Into It			Ira Boudway & Max Chafkin, Bloomberg Businessweek ESPN still hasn't accepted its fate at a time when cord cutting is all the rage. The only question is how long it can afford to ignore the writing on the wall. Liked 'Serial'? Here's Why the True-Crime Podcast 'S-Town' Is Better			Amanda Hess, The New York Times The new podcast from the makers of Serial debuted this week in its entirety. The New York Times explains why you should binge listen to it as soon as possible.",Recommended Reading: Beats 1 is a powerful music marketing tool,http://www.engadget.com/2017/04/01/recommended-reading-beats-1-is-a-powerful-music-marketing-tool/,engadget
av;broadcast;dvb-t;exploit;gear;hbbtv;oneconsult;overtheair;samsung;security;smarttv;television;tv;video;vulnerability,"Worries that someone could hijack your TV with a broadcast have been present for decades (ever see The Outer Limits?), and it's clear that they're not going away any time soon.  Oneconsult security researcher Rafael Scheel has outlined an attack that can control smart TVs by embedding code into digital (specifically, DVB-T) over-the-air broadcasts.  The intrusion takes advantage of flaws in a set's web browser to get root-level access and issue virtually any command.  You only need to have a transmission powerful enough to reach compatible TVs, and at least one attack will work without revealing that something is wrong. The technique is known to work on at least two recent Samsung models, and it's possible to alter the code to compromise other web-enabled TVs. If there's a saving grace, it's the specificity of the attack.  Only some countries use DVB-T, and fewer still support the hybrid broadcast broadband TV format (HbbTV) needed to make this work.  The victim also needs to both be tuned into a DVB-T channel and have the TV connected to the internet.  North Americans watching ATSC broadcasts have nothing to worry about right now, in other words, and you're also safe if you use a game console or media hub for your living room entertainment. The discovery nonetheless underscores the importance of locking down smart TVs, which don't usually receive security updates as frequently as phones or PCs.  It's one thing when hackers compromise individual TVs through conventional internet-only attacks, but it's that much more sinister when they can compromise multiple TVs within a certain range.  Manufacturers will need to treat security as a higher priority if they're going to prevent attacks like this from happening in the real world. ",Exploit attacks your smart TV through over-the-air signals,http://www.engadget.com/2017/04/01/smart-tv-broadcast-security-exploit/,engadget
advancedtactics;courier;delivery;drone;gear;mail;panther;robot;robots;shipping,"Delivery drones have more than a few challenges, not the least of which is dropping off the package in a convenient place.  Do you really want to head out to your yard to collect a box?  You might not have to.  Advanced Tactics has successfully tested delivery with a drone, the Panther sUAS Air/Ground Robot, that can both fly and drive up to your door.  When it's too dangerous or costly to travel by air, the machine just has to touch down and wheel its way to its destination.  It promises more considerate (not to mention less theft-prone) shipping to homes and offices, and it could also lead to faster deliveries in areas where no one transportation method is particularly speedy. The Panther drone isn't a heavy-duty hauler when it can only carry 15lbs, and its range is limited to 10 miles when on the ground (flying range isn't mentioned, but it only flies for 5-10 minutes).  However, it can handle attachment that extend its usefulness well beyond getting products from A to B.  You can add a camera and video screen for telepresence, or sensors if you're using it to study nature or construction projects.  You can even add robot arms to grab samples or unload supplies. The Panther is already on sale in the US (it's discounted to $2,495 until April 5th), and Advanced Tactics is quick to stress that you don't need to go through regulatory hoops to own one.  It's light enough to be considered a small drone, so you don't need an FAA waiver to fly it.  You probably won't see companies using it right away, though.  While it's relatively easy to buy a drone for personal use, it's another matter to clear the legal and logistical hurdles needed to use it for business.  Where would delivery drones launch from, for example?  Still, the test is proof that there are already drones that can solve some of the real-world problems with drone use.",Flying courier drone can drive up to your door,http://www.engadget.com/2017/04/01/flying-courier-drone-drives-to-your-door/,engadget
